model,prompt,project,run,requests,total_runtime_sec,avg_runtime_sec_per_request,source_file
deepseek-v4-flash,prompt4_pairwise_fewshot,springxd,5,706,650.7699,0.9217703966005666,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/springxd_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talenddataquality,1,277,253.1369,0.9138516245487365,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talenddataquality_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talenddataquality,2,277,252.19539999999998,0.9104527075812273,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talenddataquality_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talenddataquality,3,277,254.7111,0.9195346570397112,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talenddataquality_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talenddataquality,4,277,260.1074,0.9390158844765343,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talenddataquality_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talenddataquality,5,277,252.74960000000004,0.9124534296028882,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talenddataquality_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talendesb,1,174,163.8171,0.9414775862068966,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talendesb_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talendesb,2,174,160.79919999999998,0.9241333333333333,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talendesb_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talendesb,3,174,165.05360000000002,0.9485839080459771,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talendesb_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talendesb,4,174,165.28359999999998,0.9499057471264366,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talendesb_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,talendesb,5,174,169.005,0.9712931034482758,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/talendesb_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,titanium,1,451,471.8873,1.0463133037694012,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/titanium_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,titanium,2,451,488.8103,1.0838365853658536,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/titanium_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,titanium,3,451,478.3552,1.0606545454545455,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/titanium_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,titanium,4,451,490.9044,1.088479822616408,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/titanium_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,titanium,5,451,501.16639999999995,1.1112337028824832,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/titanium_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,usergrid,1,97,100.1114,1.0320762886597938,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/usergrid_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,usergrid,2,97,100.04350000000001,1.031376288659794,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/usergrid_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,usergrid,3,97,96.33109999999999,0.9931041237113402,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/usergrid_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,usergrid,4,97,97.6876,1.0070886597938145,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/usergrid_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
deepseek-v4-flash,prompt4_pairwise_fewshot,usergrid,5,97,96.519,0.9950412371134021,../Result/deepseek_v4_flash_prompt4_pairwise_fewshot_v7/usergrid_deepseek_v4_flash_prompt4_pairwise_fewshot_v7.csv
