issuekey_A,issuekey_B,f_A,f_B,P_AB,GT_A,GT_B,GT_AB,status,dataset
TISTUD-1182,MDL-37312,3.0,3.0,0.0,8.0,13.0,-1.0,tie,appceleratorstudio
TISTUD-1183,DM-3787,8.0,13.0,-1.0,20.0,47.0,-1.0,valid,appceleratorstudio
TISTUD-1184,MESOS-4316,1.0,3.0,-1.0,2.0,5.0,-1.0,valid,appceleratorstudio
TISTUD-1185,DM-5148,2.0,5.0,-1.0,3.0,4.0,-1.0,valid,appceleratorstudio
TISTUD-1186,DM-1278,1.0,5.0,-1.0,5.0,10.0,-1.0,valid,appceleratorstudio
TISTUD-1187,TIMOB-7301,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,appceleratorstudio
TISTUD-1188,TIMOB-18824,3.0,5.0,-1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1193,MESOS-2485,2.0,5.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1194,DM-6006,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1196,TIMOB-23669,3.0,5.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1198,XD-1811,3.0,3.0,0.0,13.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1199,TESB-6786,5.0,3.0,1.0,13.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1200,DM-2884,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1204,DM-4422,3.0,3.0,0.0,13.0,20.0,-1.0,tie,appceleratorstudio
TISTUD-1217,MDL-44756,2.0,1.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1218,MDL-46662,2.0,2.0,0.0,2.0,20.0,-1.0,tie,appceleratorstudio
TISTUD-1219,DM-1396,3.0,5.0,-1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1221,MDL-42241,3.0,1.0,1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1222,MESOS-5215,2.0,2.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1223,DM-5436,5.0,5.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1224,TDQ-10690,2.0,13.0,-1.0,5.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1226,TIMOB-19335,3.0,5.0,-1.0,13.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1227,MDL-39769,3.0,5.0,-1.0,8.0,40.0,-1.0,valid,appceleratorstudio
TISTUD-1229,APSTUD-3621,1.0,3.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1230,DURACLOUD-281,5.0,3.0,1.0,20.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1231,MESOS-5160,5.0,8.0,-1.0,20.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1236,STUDIO-2885,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1237,STUDIO-4890,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1257,TDQ-6089,5.0,2.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1259,XD-2814,3.0,5.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1260,TESB-10444,3.0,5.0,-1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1261,TDQ-4978,3.0,2.0,1.0,13.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1266,DURACLOUD-1017,3.0,2.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1268,DM-2404,5.0,5.0,0.0,8.0,100.0,-1.0,tie,appceleratorstudio
TISTUD-1269,DM-2667,5.0,5.0,0.0,8.0,20.0,-1.0,tie,appceleratorstudio
TISTUD-1271,TIMOB-19405,2.0,5.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1272,TESB-8104,2.0,8.0,-1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1273,MESOS-4164,5.0,3.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1275,MESOS-4174,2.0,2.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1276,MESOS-4357,2.0,1.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1277,MESOS-5673,5.0,3.0,1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1278,TDQ-12232,5.0,5.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1280,MULE-7800,3.0,3.0,0.0,5.0,8.0,-1.0,tie,appceleratorstudio
TISTUD-1281,DURACLOUD-745,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1282,XD-3312,5.0,8.0,-1.0,13.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1283,DM-6307,3.0,3.0,0.0,5.0,4.0,1.0,tie,appceleratorstudio
TISTUD-1284,DM-5542,1.0,1.0,0.0,3.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1285,MESOS-5634,3.0,5.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1286,XD-1527,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1287,XD-1117,5.0,2.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1292,XD-190,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1294,XD-3248,5.0,3.0,1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1295,XD-359,3.0,5.0,-1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1296,XD-1081,3.0,5.0,-1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1297,TESB-15351,5.0,3.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1299,XD-3056,1.0,5.0,-1.0,1.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1301,DM-4507,3.0,5.0,-1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1304,TDQ-6850,3.0,8.0,-1.0,8.0,13.0,-1.0,valid,appceleratorstudio
TISTUD-1306,XD-909,5.0,5.0,0.0,13.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1307,TIMOB-23691,3.0,2.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1308,DM-4580,8.0,5.0,1.0,20.0,8.0,1.0,valid,appceleratorstudio
TISTUD-1309,DURACLOUD-315,3.0,21.0,-1.0,8.0,13.0,-1.0,valid,appceleratorstudio
TISTUD-1310,MDL-40833,3.0,2.0,1.0,13.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1312,MDL-51035,3.0,13.0,-1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1313,MDL-41619,3.0,3.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1314,TDQ-5500,2.0,5.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1315,TDQ-11700,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,appceleratorstudio
TISTUD-1316,MULE-8817,5.0,3.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1318,TESB-529,2.0,3.0,-1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1320,DM-1932,3.0,3.0,0.0,3.0,8.0,-1.0,tie,appceleratorstudio
TISTUD-1322,TDQ-8787,1.0,8.0,-1.0,5.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1323,BAM-10038,5.0,2.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1325,DM-3670,2.0,3.0,-1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1327,TESB-3645,3.0,2.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1329,DM-1566,3.0,3.0,0.0,8.0,7.0,1.0,tie,appceleratorstudio
TISTUD-1330,TIMOB-9286,2.0,3.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1332,TDQ-8036,3.0,5.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1333,XD-2270,2.0,5.0,-1.0,2.0,3.0,-1.0,valid,appceleratorstudio
TISTUD-1334,DM-2390,3.0,3.0,0.0,3.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1335,XD-2322,5.0,2.0,1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1336,MESOS-3763,5.0,3.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1337,MESOS-2309,3.0,8.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1338,TDQ-9607,3.0,8.0,-1.0,5.0,13.0,-1.0,valid,appceleratorstudio
TISTUD-1339,MULE-7612,3.0,5.0,-1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1341,MDL-52743,2.0,5.0,-1.0,3.0,5.0,-1.0,valid,appceleratorstudio
TISTUD-1342,DM-5057,2.0,3.0,-1.0,3.0,4.0,-1.0,valid,appceleratorstudio
TISTUD-1343,TDQ-11355,3.0,5.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1345,BAM-10427,5.0,5.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1346,DURACLOUD-669,3.0,5.0,-1.0,3.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1347,DM-5652,5.0,5.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1348,DM-343,3.0,8.0,-1.0,5.0,10.0,-1.0,valid,appceleratorstudio
TISTUD-1350,DM-3552,3.0,3.0,0.0,13.0,18.0,-1.0,tie,appceleratorstudio
TISTUD-1351,DM-6377,2.0,3.0,-1.0,5.0,15.0,-1.0,valid,appceleratorstudio
TISTUD-1352,TESB-2317,5.0,5.0,0.0,5.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1353,XD-1795,5.0,8.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1354,BAM-3633,5.0,8.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1357,DM-6785,5.0,5.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1358,TDQ-5974,2.0,5.0,-1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1363,MESOS-2591,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1365,MDL-27158,3.0,8.0,-1.0,8.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1366,DM-6846,3.0,5.0,-1.0,5.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1367,TESB-10521,5.0,5.0,0.0,8.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1368,TIMOB-11943,3.0,3.0,0.0,3.0,5.0,-1.0,tie,appceleratorstudio
TISTUD-1369,DM-6397,3.0,5.0,-1.0,5.0,6.0,-1.0,valid,appceleratorstudio
TISTUD-1370,DM-4507,3.0,5.0,-1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1373,MESOS-3512,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1376,XD-1318,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1377,MESOS-3884,3.0,1.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1378,STUDIO-3262,8.0,8.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1380,TESB-4832,5.0,8.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1381,JSW-4792,5.0,3.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1382,MESOS-3967,3.0,8.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1383,XD-1967,5.0,5.0,0.0,2.0,5.0,-1.0,tie,appceleratorstudio
TISTUD-1384,DM-5079,3.0,5.0,-1.0,8.0,15.0,-1.0,valid,appceleratorstudio
TISTUD-1392,TIMOB-23546,5.0,5.0,0.0,5.0,8.0,-1.0,tie,appceleratorstudio
TISTUD-1393,MULE-8094,3.0,3.0,0.0,13.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1395,DM-1153,5.0,3.0,1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1396,XD-2194,3.0,2.0,1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1401,XD-602,5.0,3.0,1.0,13.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1402,XD-1539,2.0,3.0,-1.0,3.0,4.0,-1.0,valid,appceleratorstudio
TISTUD-1404,MESOS-5170,3.0,3.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1407,DM-3153,3.0,2.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1508,DM-5178,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1410,DM-4637,3.0,3.0,0.0,3.0,5.0,-1.0,tie,appceleratorstudio
TISTUD-1412,TDQ-10141,5.0,3.0,1.0,13.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1414,XD-2707,5.0,3.0,1.0,20.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1415,TESB-3356,2.0,5.0,-1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1416,DM-4329,5.0,5.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1417,TESB-764,2.0,8.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1419,XD-2790,8.0,3.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1420,TESB-2,13.0,5.0,1.0,20.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1421,DM-5077,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1422,XD-1628,3.0,5.0,-1.0,8.0,6.0,1.0,valid,appceleratorstudio
TISTUD-1426,DM-6022,5.0,8.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1424,MESOS-3015,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1428,JSW-6110,3.0,3.0,0.0,3.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1431,MULE-7303,3.0,8.0,-1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1432,USERGRID-432,2.0,3.0,-1.0,5.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1435,APSTUD-4491,3.0,3.0,0.0,8.0,13.0,-1.0,tie,appceleratorstudio
TISTUD-1436,DM-6903,3.0,3.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1442,MESOS-4126,3.0,3.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1443,BAM-11952,5.0,2.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1445,TDQ-11602,5.0,3.0,1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1447,DM-1929,5.0,3.0,1.0,13.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1450,MULE-7796,5.0,3.0,1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1452,DM-4347,8.0,3.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1456,DM-5503,5.0,8.0,-1.0,20.0,10.0,1.0,valid,appceleratorstudio
TISTUD-1464,DM-2807,3.0,13.0,-1.0,5.0,60.0,-1.0,valid,appceleratorstudio
TISTUD-1466,DM-6259,3.0,3.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1468,MESOS-3077,2.0,5.0,-1.0,3.0,5.0,-1.0,valid,appceleratorstudio
TISTUD-1469,XD-1100,2.0,13.0,-1.0,8.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1474,MESOS-3856,2.0,2.0,0.0,5.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1476,DM-1342,3.0,3.0,0.0,3.0,16.0,-1.0,tie,appceleratorstudio
TISTUD-1477,TIMOB-17847,5.0,5.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1479,MDL-40849,8.0,2.0,1.0,8.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1481,XD-1231,3.0,3.0,0.0,5.0,6.0,-1.0,tie,appceleratorstudio
TISTUD-1488,DM-1642,2.0,3.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1482,TIMOB-18144,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1485,MDL-43293,3.0,5.0,-1.0,8.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1489,XD-1398,3.0,8.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1490,DURACLOUD-255,3.0,8.0,-1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1494,DM-4872,8.0,3.0,1.0,8.0,10.0,-1.0,valid,appceleratorstudio
TISTUD-1496,TIMOB-19244,2.0,8.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1497,DM-4354,5.0,2.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1503,JSW-6087,1.0,5.0,-1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1506,XD-3508,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1507,APSTUD-246,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1510,TDQ-4753,3.0,5.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1511,MESOS-2082,3.0,3.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1513,MESOS-3485,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1514,XD-2396,5.0,13.0,-1.0,13.0,8.0,1.0,valid,appceleratorstudio
TISTUD-1515,DM-6902,8.0,5.0,1.0,5.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1516,MDL-41619,2.0,3.0,-1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1517,TIMOB-18564,3.0,8.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1518,DM-3256,2.0,1.0,1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1522,MDL-40662,3.0,3.0,0.0,13.0,8.0,1.0,tie,appceleratorstudio
TISTUD-1523,XD-1979,3.0,1.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1525,DM-4336,3.0,13.0,-1.0,5.0,60.0,-1.0,valid,appceleratorstudio
TISTUD-1528,DM-1994,2.0,5.0,-1.0,3.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1527,TIMOB-23598,2.0,5.0,-1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1529,DM-2712,5.0,5.0,0.0,8.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1530,XD-622,2.0,2.0,0.0,3.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1534,XD-1228,2.0,8.0,-1.0,3.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1537,MDL-40050,3.0,5.0,-1.0,5.0,40.0,-1.0,valid,appceleratorstudio
TISTUD-1539,MULE-9075,3.0,3.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1540,XD-388,3.0,3.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1541,DM-4313,2.0,3.0,-1.0,8.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1543,MDL-33057,1.0,3.0,-1.0,8.0,100.0,-1.0,valid,appceleratorstudio
TISTUD-1545,XD-2518,5.0,3.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1546,MULE-7204,2.0,5.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1549,JSW-7358,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1550,MDL-43855,5.0,21.0,-1.0,13.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1551,MESOS-976,3.0,5.0,-1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1572,DM-4942,2.0,5.0,-1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1556,DM-2081,3.0,8.0,-1.0,8.0,100.0,-1.0,valid,appceleratorstudio
TISTUD-1557,XD-1597,3.0,3.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1558,XD-3276,3.0,5.0,-1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1559,DM-4728,2.0,5.0,-1.0,3.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1571,DM-2329,5.0,1.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1574,CLOV-579,3.0,3.0,0.0,3.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1576,DURACLOUD-506,5.0,5.0,0.0,13.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1579,TDQ-7702,8.0,3.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1581,DM-1880,5.0,8.0,-1.0,20.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1588,TIMOB-18159,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1590,DM-3583,5.0,8.0,-1.0,8.0,50.0,-1.0,valid,appceleratorstudio
TISTUD-1594,TDQ-11036,8.0,2.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1605,XD-1075,2.0,2.0,0.0,2.0,3.0,-1.0,tie,appceleratorstudio
TISTUD-1610,APSTUD-7176,5.0,5.0,0.0,13.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1611,MDL-41101,3.0,5.0,-1.0,8.0,40.0,-1.0,valid,appceleratorstudio
TISTUD-1612,MULE-8236,5.0,5.0,0.0,8.0,13.0,-1.0,tie,appceleratorstudio
TISTUD-1613,DM-5622,5.0,8.0,-1.0,13.0,36.0,-1.0,valid,appceleratorstudio
TISTUD-1614,DM-4753,8.0,2.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1615,XD-419,5.0,5.0,0.0,13.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1616,TIMOB-19154,5.0,5.0,0.0,8.0,13.0,-1.0,tie,appceleratorstudio
TISTUD-1617,USERGRID-912,2.0,5.0,-1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1622,XD-3052,2.0,8.0,-1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1626,TDQ-8609,3.0,3.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1627,MULE-7574,5.0,5.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1630,TIMOB-23697,3.0,5.0,-1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1631,DM-6404,5.0,5.0,0.0,8.0,24.0,-1.0,tie,appceleratorstudio
TISTUD-1632,CLOV-1097,3.0,3.0,0.0,8.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1633,MESOS-4403,3.0,3.0,0.0,8.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1640,APSTUD-7236,5.0,5.0,0.0,5.0,13.0,-1.0,tie,appceleratorstudio
TISTUD-1642,MESOS-4761,5.0,5.0,0.0,13.0,2.0,1.0,tie,appceleratorstudio
TISTUD-1643,USERGRID-1068,1.0,13.0,-1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1645,DM-2048,3.0,3.0,0.0,5.0,36.0,-1.0,tie,appceleratorstudio
TISTUD-1664,DM-2020,3.0,3.0,0.0,8.0,12.0,-1.0,tie,appceleratorstudio
TISTUD-1647,DM-3926,5.0,3.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1648,MESOS-4722,5.0,3.0,1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1649,XD-1779,3.0,5.0,-1.0,13.0,10.0,1.0,valid,appceleratorstudio
TISTUD-1650,DM-3158,2.0,8.0,-1.0,5.0,75.0,-1.0,valid,appceleratorstudio
TISTUD-1666,TIMOB-12236,5.0,5.0,0.0,8.0,15.0,-1.0,tie,appceleratorstudio
TISTUD-1656,STUDIO-4315,5.0,3.0,1.0,5.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1662,XD-230,3.0,5.0,-1.0,8.0,3.0,1.0,valid,appceleratorstudio
TISTUD-1669,DM-4499,2.0,5.0,-1.0,5.0,6.0,-1.0,valid,appceleratorstudio
TISTUD-1671,TIMOB-16355,3.0,3.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1672,APSTUD-7352,2.0,3.0,-1.0,5.0,8.0,-1.0,valid,appceleratorstudio
TISTUD-1673,DM-4722,2.0,5.0,-1.0,2.0,3.0,-1.0,valid,appceleratorstudio
TISTUD-1674,DURACLOUD-349,3.0,3.0,0.0,5.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1677,XD-2083,5.0,3.0,1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1678,XD-2717,13.0,5.0,1.0,13.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1680,TIMOB-18517,5.0,8.0,-1.0,8.0,21.0,-1.0,valid,appceleratorstudio
TISTUD-1685,XD-298,2.0,8.0,-1.0,3.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1681,TIMOB-23346,3.0,3.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1682,DM-6418,3.0,8.0,-1.0,13.0,12.0,1.0,valid,appceleratorstudio
TISTUD-1683,XD-79,8.0,2.0,1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1694,DM-2955,3.0,5.0,-1.0,5.0,4.0,1.0,valid,appceleratorstudio
TISTUD-1695,MULE-9035,3.0,2.0,1.0,8.0,5.0,1.0,valid,appceleratorstudio
TISTUD-1697,DM-2611,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1698,DURACLOUD-153,3.0,3.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1700,DURACLOUD-704,2.0,3.0,-1.0,8.0,1.0,1.0,valid,appceleratorstudio
TISTUD-1701,MDL-45920,5.0,8.0,-1.0,13.0,20.0,-1.0,valid,appceleratorstudio
TISTUD-1702,XD-58,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1703,USERGRID-537,5.0,5.0,0.0,8.0,5.0,1.0,tie,appceleratorstudio
TISTUD-1704,USERGRID-914,2.0,5.0,-1.0,5.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1705,XD-2643,3.0,3.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1751,CLOV-1151,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1706,DM-1795,3.0,3.0,0.0,5.0,4.0,1.0,tie,appceleratorstudio
TISTUD-1707,DM-5414,3.0,5.0,-1.0,8.0,2.0,1.0,valid,appceleratorstudio
TISTUD-1708,TIMOB-23589,5.0,5.0,0.0,8.0,3.0,1.0,tie,appceleratorstudio
TISTUD-1709,TESB-5832,3.0,3.0,0.0,8.0,1.0,1.0,tie,appceleratorstudio
TISTUD-1710,XD-985,1.0,8.0,-1.0,2.0,5.0,-1.0,valid,appceleratorstudio
TISTUD-1713,XD-3684,2.0,13.0,-1.0,2.0,3.0,-1.0,valid,appceleratorstudio
TISTUD-1714,XD-2248,2.0,2.0,0.0,3.0,2.0,1.0,tie,appceleratorstudio
